id,author,description,guid,to,likecount,link,pubdate,replycount,title,authorChannelUrl
322,@cancerrim2220,Just Coz YOU didn't liked it Or think you Won't like it ???? 🤡🤡🤡,UgxtEylLKb2sIVd49St4AaABAg.9yVm1eknlLx9yW3ufof9co,@guruprasanna5304,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgxtEylLKb2sIVd49St4AaABAg.9yVm1eknlLx9yW3ufof9co,2023-12-19 10:42:47,0,Just Coz YOU didn't liked it Or think you Won't like it ???? 🤡🤡🤡,http://www.youtube.com/@cancerrim2220
323,@guruprasanna5304,@@cancerrim2220 what is there to like in this movie. Same old family revenge story again and again and again,UgxtEylLKb2sIVd49St4AaABAg.9yVm1eknlLx9yW5RucAaXI,@guruprasanna5304,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgxtEylLKb2sIVd49St4AaABAg.9yVm1eknlLx9yW5RucAaXI,2023-12-19 10:56:12,0,@@cancerrim2220 what is there to like in this movie. Same old family revenge story again and again and again,http://www.youtube.com/@guruprasanna5304
324,@cancerrim2220,"@@guruprasanna5304 *By That Logic, We Can Say that About EVERY Movie* ....",UgxtEylLKb2sIVd49St4AaABAg.9yVm1eknlLx9yW8DUH04P2,@guruprasanna5304,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgxtEylLKb2sIVd49St4AaABAg.9yVm1eknlLx9yW8DUH04P2,2023-12-19 11:20:27,0,"@@guruprasanna5304 *By That Logic, We Can Say that About EVERY Movie* ....",http://www.youtube.com/@cancerrim2220
325,@keshavop660,So true coz the trailer is meaning less😂,UgxtEylLKb2sIVd49St4AaABAg.9yVm1eknlLx9yWGNG3dkyb,@guruprasanna5304,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgxtEylLKb2sIVd49St4AaABAg.9yVm1eknlLx9yWGNG3dkyb,2023-12-19 12:31:41,0,So true coz the trailer is meaning less😂,http://www.youtube.com/@keshavop660
326,@guruprasanna5304,"As usual family revenge story, 90s movies are far better than this",UgxqabGLQR2Y_MhiVkN4AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgxqabGLQR2Y_MhiVkN4AaABAg,2023-12-19 07:54:50,0,"As usual family revenge story, 90s movies are far better than this",http://www.youtube.com/@guruprasanna5304
327,@APUREGAMER,He kalayi vicor movie bnnani aati he ya nahi janvaro jesi movie banake kyu sado ban rehe ho gooo,UgxJzcx71Qa7yK9ZoeN4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgxJzcx71Qa7yK9ZoeN4AaABAg,2023-12-19 05:41:48,0,He kalayi vicor movie bnnani aati he ya nahi janvaro jesi movie banake kyu sado ban rehe ho gooo,http://www.youtube.com/@APUREGAMER
328,@LegendGamer-fz2pq,Animal 🎉,UgzM0Y7daHqXzUAPbjl4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgzM0Y7daHqXzUAPbjl4AaABAg,2023-12-19 05:22:54,0,Animal 🎉,http://www.youtube.com/@LegendGamer-fz2pq
329,@krishkuttan9302,Porn movie of the year .. uff😤😤😤😤,UgzowujTOvuWQio-cXR4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgzowujTOvuWQio-cXR4AaABAg,2023-12-19 05:08:38,0,Porn movie of the year .. uff😤😤😤😤,http://www.youtube.com/@krishkuttan9302
330,@madhuriupadhyay2914,"फिल्म व सीरियल का युग अब खतम हो गया l पुराने फिल्म, गीत, सीरियल जैसे अब कहा बनेंगे 🙏🙏",Ugw9wwJwDIAZE2GJ1wJ4AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugw9wwJwDIAZE2GJ1wJ4AaABAg,2023-12-19 03:38:39,0,"फिल्म व सीरियल का युग अब खतम हो गया l पुराने फिल्म, गीत, सीरियल जैसे अब कहा बनेंगे 🙏🙏",http://www.youtube.com/@madhuriupadhyay2914
331,@CuteeePy,Family k sath not allowed😂😂,UgxIF2N71-jyQWwXaNd4AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgxIF2N71-jyQWwXaNd4AaABAg,2023-12-19 03:04:52,0,Family k sath not allowed😂😂,http://www.youtube.com/@CuteeePy
332,@khushalsonkar2332,Agar Alpha poison hai to Beeta uska antidote hai..,UgyfFOfn-Z8hMk2Gf5x4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgyfFOfn-Z8hMk2Gf5x4AaABAg,2023-12-19 01:58:03,0,Agar Alpha poison hai to Beeta uska antidote hai..,http://www.youtube.com/@khushalsonkar2332
333,@nidotalen255,Im only here to watch the last part!!😅,UgwtIuXsd57lhU4_usF4AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgwtIuXsd57lhU4_usF4AaABAg,2023-12-18 22:47:39,0,Im only here to watch the last part!!😅,http://www.youtube.com/@nidotalen255
334,@attitudeboy6716,Pls my kind request to everyone don't go with your family to watch this movie 😅😅,UgyyJSWIpmhKv66IEjx4AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgyyJSWIpmhKv66IEjx4AaABAg,2023-12-18 22:18:16,0,Pls my kind request to everyone don't go with your family to watch this movie 😅😅,http://www.youtube.com/@attitudeboy6716
335,@hanaansworld319,Gand pharo movie ❤❤,Ugy3G4uHkWPv9348M5t4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugy3G4uHkWPv9348M5t4AaABAg,2023-12-18 16:40:24,0,Gand pharo movie ❤❤,http://www.youtube.com/@hanaansworld319
336,@warrorr413,Banger movie ❤,UgyWXfd1S54WdU1a8-h4AaABAg,,7,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgyWXfd1S54WdU1a8-h4AaABAg,2023-12-18 13:16:40,0,Banger movie ❤,http://www.youtube.com/@warrorr413
337,@skmina2750,Kgf ki dublickate😂😂,UgwU-V8xXP7yynQuwl94AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgwU-V8xXP7yynQuwl94AaABAg,2023-12-18 13:11:01,0,Kgf ki dublickate😂😂,http://www.youtube.com/@skmina2750
338,@sudhakarkewat3186,Super movie 🎥,Ugwue72K6JBxjRglUY14AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugwue72K6JBxjRglUY14AaABAg,2023-12-18 12:14:17,0,Super movie 🎥,http://www.youtube.com/@sudhakarkewat3186
339,@madanbarakoti,😂😂😂😂😂😂 👏,UgyKk12AZfwPLXcAniR4AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgyKk12AZfwPLXcAniR4AaABAg,2023-12-18 11:34:10,0,😂😂😂😂😂😂 👏,http://www.youtube.com/@madanbarakoti
340,@upadhyayrishiraj2512,"A very good example of moral less movie ,,a direct hit to our moral base and culture,,in short a PURE FRUSTO Film,,avoid watching 😮😮😢",UgyKNHLqo2mYyPnMOX94AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgyKNHLqo2mYyPnMOX94AaABAg,2023-12-18 10:31:08,0,"A very good example of moral less movie ,,a direct hit to our moral base and culture,,in short a PURE FRUSTO Film,,avoid watching 😮😮😢",http://www.youtube.com/@upadhyayrishiraj2512
341,@anushasj5983,LAME MOVIE. Absolutely bs. It has angered me.,UgxhT74yUrdoUbWAYLd4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgxhT74yUrdoUbWAYLd4AaABAg,2023-12-18 10:20:31,0,LAME MOVIE. Absolutely bs. It has angered me.,http://www.youtube.com/@anushasj5983
342,@user-xr6yw4oo3l,Best movie of the year,UgwFxqURUrtIEzsOd9B4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgwFxqURUrtIEzsOd9B4AaABAg,2023-12-18 10:13:04,0,Best movie of the year,http://www.youtube.com/@user-xr6yw4oo3l
343,@user-hf7wo5oh7i,animal is not everyone like baby and Ranvir,UgzWzF9fSS6ZU43CI9h4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgzWzF9fSS6ZU43CI9h4AaABAg,2023-12-18 10:01:43,0,animal is not everyone like baby and Ranvir,http://www.youtube.com/@user-hf7wo5oh7i
344,@MR.Gender_Blender,0:46 ya sab ma bilkul bhe nahi karts hu 🤗,Ugy_MijCHM1f0Rb7SGd4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugy_MijCHM1f0Rb7SGd4AaABAg,2023-12-18 09:33:31,0,0:46 ya sab ma bilkul bhe nahi karts hu 🤗,http://www.youtube.com/@MR.Gender_Blender
345,@ComedyPriyaOfficial492,Toxic movie animal😂😂,UgwS3dXhmlK8nR7Ng314AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgwS3dXhmlK8nR7Ng314AaABAg,2023-12-18 09:11:38,0,Toxic movie animal😂😂,http://www.youtube.com/@ComedyPriyaOfficial492
346,@ankuragrawal2004,Good acting of Ranveer,UgyxsDzmOXdvNhOXYrZ4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgyxsDzmOXdvNhOXYrZ4AaABAg,2023-12-18 09:01:23,0,Good acting of Ranveer,http://www.youtube.com/@ankuragrawal2004
347,@KaranSharma-lr5ge,Bobby Deol ne to aag laga di animal movie mein ❤❤,Ugy1ZdwdIgo8QD__dmx4AaABAg,,34,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugy1ZdwdIgo8QD__dmx4AaABAg,2023-12-18 07:33:48,1,Bobby Deol ne to aag laga di animal movie mein ❤❤,http://www.youtube.com/@KaranSharma-lr5ge
348,@techniqueanmol7813,Full movie link chaiye,Ugy1ZdwdIgo8QD__dmx4AaABAg.9yT9UYBxGj29yXmUeaOggF,@KaranSharma-lr5ge,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugy1ZdwdIgo8QD__dmx4AaABAg.9yT9UYBxGj29yXmUeaOggF,2023-12-20 02:40:18,0,Full movie link chaiye,http://www.youtube.com/@techniqueanmol7813
349,@dhruvratheemulla,Op,UgyKHREwMpQSjGieBUZ4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgyKHREwMpQSjGieBUZ4AaABAg,2023-12-18 05:55:14,0,Op,http://www.youtube.com/@dhruvratheemulla
350,@SetoMekrisuh-sh5ie,Where do i watch this movie?,UgzoUT24NJqVCkqBDV14AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgzoUT24NJqVCkqBDV14AaABAg,2023-12-18 05:48:31,0,Where do i watch this movie?,http://www.youtube.com/@SetoMekrisuh-sh5ie
351,@sandhureet74,One of the best Movie..❤,UgzIPZXOSQLF0E6GcqJ4AaABAg,,2,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgzIPZXOSQLF0E6GcqJ4AaABAg,2023-12-18 05:46:27,0,One of the best Movie..❤,http://www.youtube.com/@sandhureet74
352,@kishorilalghawri6225,Best Movie Ever ❤,Ugw1Ohtrh7kuLCrztvd4AaABAg,,4,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugw1Ohtrh7kuLCrztvd4AaABAg,2023-12-18 04:14:00,0,Best Movie Ever ❤,http://www.youtube.com/@kishorilalghawri6225
353,@sabrinazabier9641,This was such a violent and disturbing film 😐,UgyJuNtmwlOl8ndPGYt4AaABAg,,2,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgyJuNtmwlOl8ndPGYt4AaABAg,2023-12-18 03:44:13,0,This was such a violent and disturbing film 😐,http://www.youtube.com/@sabrinazabier9641
354,@seonsimon7740,Fifty shades of grey 😢,UgxPW2dzxmT7AUfwdxV4AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgxPW2dzxmT7AUfwdxV4AaABAg,2023-12-18 03:41:44,0,Fifty shades of grey 😢,http://www.youtube.com/@seonsimon7740
355,@simrankumari8504,Mai to av trailer dekh rhi hu 😂😂😂,Ugxy6htXIjPAn45c2I54AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugxy6htXIjPAn45c2I54AaABAg,2023-12-18 03:22:30,0,Mai to av trailer dekh rhi hu 😂😂😂,http://www.youtube.com/@simrankumari8504
356,@tamilsamurai.official,Who’s here to check babloo in teaser,UgwknM5a2o_dvV-0OnV4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgwknM5a2o_dvV-0OnV4AaABAg,2023-12-18 03:21:07,0,Who’s here to check babloo in teaser,http://www.youtube.com/@tamilsamurai.official
357,@user-lg3yy2iw2z,Kgf aur Jawan ka bap 🔥🔥👿,Ugw-vM-b2hdYDS7b62Z4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugw-vM-b2hdYDS7b62Z4AaABAg,2023-12-18 03:13:42,0,Kgf aur Jawan ka bap 🔥🔥👿,http://www.youtube.com/@user-lg3yy2iw2z
358,@ajitsingh7636,Movie became blockbuster just because of boby deol,UgyPDVpmXeB210JChzp4AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgyPDVpmXeB210JChzp4AaABAg,2023-12-18 01:34:21,0,Movie became blockbuster just because of boby deol,http://www.youtube.com/@ajitsingh7636
359,@user-jx5dq9wo3f,kis kis ko animal movie chaiye mere channel may akar subscribe karo mene upolad dunga.mere pass animal movie hay.,UgwK3UUD3c93KaskiJN4AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgwK3UUD3c93KaskiJN4AaABAg,2023-12-18 01:10:10,0,kis kis ko animal movie chaiye mere channel may akar subscribe karo mene upolad dunga.mere pass animal movie hay.,http://www.youtube.com/@user-jx5dq9wo3f
360,@ashishlala8844,Sabse jhantu movie,UgyB12SS1ihFpjB-6_x4AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgyB12SS1ihFpjB-6_x4AaABAg,2023-12-17 23:36:57,0,Sabse jhantu movie,http://www.youtube.com/@ashishlala8844
361,@aashishcy,"So now Bollywood has nothing good to offer but cheap, vulgar and violence? How this movie helps someone relax enjoy and appreciate this life and grow both mentally and spiritually?",Ugx8Knqhdluaga3H3KB4AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugx8Knqhdluaga3H3KB4AaABAg,2023-12-17 21:58:10,4,"So now Bollywood has nothing good to offer but cheap, vulgar and violence? How this movie helps someone relax enjoy and appreciate this life and grow both mentally and spiritually?",http://www.youtube.com/@aashishcy
362,@user-zf6bh9df7s,It’s directed by a Telugu person,Ugx8Knqhdluaga3H3KB4AaABAg.9yS7bbG9KLR9ySIDFHkg_5,@aashishcy,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugx8Knqhdluaga3H3KB4AaABAg.9yS7bbG9KLR9ySIDFHkg_5,2023-12-17 23:30:50,0,It’s directed by a Telugu person,http://www.youtube.com/@user-zf6bh9df7s
363,@muniaisworthit,​@@user-zf6bh9df7s it's still a Bollywood movie,Ugx8Knqhdluaga3H3KB4AaABAg.9yS7bbG9KLR9ySYnYubKIV,@aashishcy,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugx8Knqhdluaga3H3KB4AaABAg.9yS7bbG9KLR9ySYnYubKIV,2023-12-18 01:55:44,0,​@@user-zf6bh9df7s it's still a Bollywood movie,http://www.youtube.com/@muniaisworthit
364,@Lost_KS,Accha bhai to tune kgf pushpa se kya seekha,Ugx8Knqhdluaga3H3KB4AaABAg.9yS7bbG9KLR9yVKAIDpz39,@aashishcy,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugx8Knqhdluaga3H3KB4AaABAg.9yS7bbG9KLR9yVKAIDpz39,2023-12-19 03:45:38,0,Accha bhai to tune kgf pushpa se kya seekha,http://www.youtube.com/@Lost_KS
365,@suprith5443,"Go watch youtube videos if u want smth like that, i didn't like the movie much too but ur notion on movies is wrong.",Ugx8Knqhdluaga3H3KB4AaABAg.9yS7bbG9KLR9yY2MgmgySB,@aashishcy,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugx8Knqhdluaga3H3KB4AaABAg.9yS7bbG9KLR9yY2MgmgySB,2023-12-20 05:07:46,0,"Go watch youtube videos if u want smth like that, i didn't like the movie much too but ur notion on movies is wrong.",http://www.youtube.com/@suprith5443
366,@rsquareaaron1094,A new benchmark for Indian Movie world,UgyBFdXtA3HfEh9pHuV4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgyBFdXtA3HfEh9pHuV4AaABAg,2023-12-17 21:48:51,0,A new benchmark for Indian Movie world,http://www.youtube.com/@rsquareaaron1094
367,@purushothk1248,Toxic movie 😢,UgybEkyeBhizNq5w95N4AaABAg,,2,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgybEkyeBhizNq5w95N4AaABAg,2023-12-17 21:37:46,0,Toxic movie 😢,http://www.youtube.com/@purushothk1248
368,@R-Aju,बकवास 😂😂,UgwOnyA0mNuj0Ntib7N4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgwOnyA0mNuj0Ntib7N4AaABAg,2023-12-17 21:20:46,0,बकवास 😂😂,http://www.youtube.com/@R-Aju
369,@fitnesswithbaraik,Today i well go to cinema Hole and i well wath the movie 😅,UgzfGbZW5czU5mOuf6F4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgzfGbZW5czU5mOuf6F4AaABAg,2023-12-17 20:37:40,0,Today i well go to cinema Hole and i well wath the movie 😅,http://www.youtube.com/@fitnesswithbaraik
370,@AnwarJaved-sr4sf,Iranman kis ke shadi ma bharat aya ta,UgxPfKZKYyVo3n12MgZ4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgxPfKZKYyVo3n12MgZ4AaABAg,2023-12-17 17:57:18,0,Iranman kis ke shadi ma bharat aya ta,http://www.youtube.com/@AnwarJaved-sr4sf
371,@allinonekav6812,"He wasn't lying 😶😶""I will show them what a real violence is """,UgwOBUMz_lygIzPJocx4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgwOBUMz_lygIzPJocx4AaABAg,2023-12-17 17:37:03,0,"He wasn't lying 😶😶""I will show them what a real violence is """,http://www.youtube.com/@allinonekav6812
372,@KarishmaSah22,😮😂❤,UgyqybPGIpCQQs9AHQV4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgyqybPGIpCQQs9AHQV4AaABAg,2023-12-17 17:17:35,0,😮😂❤,http://www.youtube.com/@KarishmaSah22
373,@beingtausif6937,Disgusting movie😡😡🤮🤮🤮,UgxC52pqr91XMDee9IN4AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgxC52pqr91XMDee9IN4AaABAg,2023-12-17 14:57:02,0,Disgusting movie😡😡🤮🤮🤮,http://www.youtube.com/@beingtausif6937
374,@divyanshbh4rdwaj,Why the they Add Gurbani lines to seek attention,Ugz_owzekSj9HvZ34g14AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugz_owzekSj9HvZ34g14AaABAg,2023-12-17 14:16:17,0,Why the they Add Gurbani lines to seek attention,http://www.youtube.com/@divyanshbh4rdwaj
375,@RohitKumar-jq4nl,एकदम बकवास मूवी,UgwgDM9Mr50Qq-I7o7Z4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgwgDM9Mr50Qq-I7o7Z4AaABAg,2023-12-17 13:16:43,0,एकदम बकवास मूवी,http://www.youtube.com/@RohitKumar-jq4nl
376,@kukupatel3312,Dunki - 1.6 M likes 🗿,UgxWkPYw-lX-4LObXul4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgxWkPYw-lX-4LObXul4AaABAg,2023-12-17 12:05:36,0,Dunki - 1.6 M likes 🗿,http://www.youtube.com/@kukupatel3312
377,@srockmaworld,"This is not Family movie, Bollywood falatu movie hi bana sakte hai",Ugzk7ajAr8AKuhbcsrV4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugzk7ajAr8AKuhbcsrV4AaABAg,2023-12-17 11:28:57,0,"This is not Family movie, Bollywood falatu movie hi bana sakte hai",http://www.youtube.com/@srockmaworld
378,@mdarbaj5148,Nice movie ❤❤❤❤❤❤,UgwC9jlWzbXNqFNNhFJ4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgwC9jlWzbXNqFNNhFJ4AaABAg,2023-12-17 10:37:32,0,Nice movie ❤❤❤❤❤❤,http://www.youtube.com/@mdarbaj5148
379,@cakelover7977,I guess i am the only one who came here after watching harsh's dumbbell😂😂😂,UgyhwxnebSrqURb35DZ4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgyhwxnebSrqURb35DZ4AaABAg,2023-12-17 10:10:05,0,I guess i am the only one who came here after watching harsh's dumbbell😂😂😂,http://www.youtube.com/@cakelover7977
380,@rahulsolanki5014,Animal one of the best movie 🔥🔥🔥,Ugz1eDHbJWq4mZP6kZF4AaABAg,,8,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugz1eDHbJWq4mZP6kZF4AaABAg,2023-12-17 09:59:53,0,Animal one of the best movie 🔥🔥🔥,http://www.youtube.com/@rahulsolanki5014
381,@johnnyjax6444,"This is not the quality of Alpha Male, check the web, these two movie characters are just two deferent psychopaths with animal instincts mindset, disrespectful to women , Alpha males never be disrespectful to a woman , they know their existence derived from them , so do not give wrong definition to Alpha males qualities based on this movie, Actors act well as what a psychopaths mind works like but not a Alpha Males",UgyazI9CLxORntEMXGF4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgyazI9CLxORntEMXGF4AaABAg,2023-12-17 08:44:43,0,"This is not the quality of Alpha Male, check the web, these two movie characters are just two deferent psychopaths with animal instincts mindset, disrespectful to women , Alpha males never be disrespectful to a woman , they know their existence derived from them , so do not give wrong definition to Alpha males qualities based on this movie, Actors act well as what a psychopaths mind works like but not a Alpha Males",http://www.youtube.com/@johnnyjax6444
382,@Tenzinzafiro,G wagon❤ button———,Ugx50lWYxiUhK3Jp1jZ4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugx50lWYxiUhK3Jp1jZ4AaABAg,2023-12-17 08:27:44,0,G wagon❤ button———,http://www.youtube.com/@Tenzinzafiro
383,@moonlight-qq1yo,"Is movie mein villian to villian hai, hero bhi villian se kam nahi. Sare ulte kaam kar raha hai. 😒",Ugzhktzu94j5s4bJlxZ4AaABAg,,2,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugzhktzu94j5s4bJlxZ4AaABAg,2023-12-17 08:12:16,0,"Is movie mein villian to villian hai, hero bhi villian se kam nahi. Sare ulte kaam kar raha hai. 😒",http://www.youtube.com/@moonlight-qq1yo
384,@Gulfam-Abbasi,Hera pheri will eat 100 animals in dinner,UgyRaVudnv4APDjmaFB4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgyRaVudnv4APDjmaFB4AaABAg,2023-12-17 07:39:55,0,Hera pheri will eat 100 animals in dinner,http://www.youtube.com/@Gulfam-Abbasi
385,@SURAJ_JOD93,Better than Kabir Singh,UgzYe7C6rqtBk6uHk194AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgzYe7C6rqtBk6uHk194AaABAg,2023-12-17 06:05:41,0,Better than Kabir Singh,http://www.youtube.com/@SURAJ_JOD93
386,@nay.sen20,Such a disgrace to the Director for showing so much of disrespect towards women.,UgxlAd-ZYuomRGTUSFJ4AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgxlAd-ZYuomRGTUSFJ4AaABAg,2023-12-17 06:03:17,0,Such a disgrace to the Director for showing so much of disrespect towards women.,http://www.youtube.com/@nay.sen20
387,@BeautyFlavornbeyond,Kuch samjh nai aaya.. 😂,UgwDq27sN9rPkNLF-MZ4AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgwDq27sN9rPkNLF-MZ4AaABAg,2023-12-17 05:58:34,0,Kuch samjh nai aaya.. 😂,http://www.youtube.com/@BeautyFlavornbeyond
388,@HindimashupsongS890,Thanks for music India I like so much 💖👫🇮🇳 have a nice day jaaaa😃😃😃😃,UgxvT1FIUeUUClGEGf14AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgxvT1FIUeUUClGEGf14AaABAg,2023-12-17 05:44:32,0,Thanks for music India I like so much 💖👫🇮🇳 have a nice day jaaaa😃😃😃😃,http://www.youtube.com/@HindimashupsongS890
389,@SANATAN.DHARM.788,Lord Bobby 🔥,UgyMTYyS8JBq7z0S-eR4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgyMTYyS8JBq7z0S-eR4AaABAg,2023-12-17 03:46:10,0,Lord Bobby 🔥,http://www.youtube.com/@SANATAN.DHARM.788
390,@Essa-khan123,Bra scene😂😂😂😂,UgzFzqozQUFR5HUjTW54AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgzFzqozQUFR5HUjTW54AaABAg,2023-12-17 03:26:12,0,Bra scene😂😂😂😂,http://www.youtube.com/@Essa-khan123
391,@YETIhimalayas,Badass character 🎉,Ugzg8DtcntIqlqy1p614AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugzg8DtcntIqlqy1p614AaABAg,2023-12-17 02:22:55,0,Badass character 🎉,http://www.youtube.com/@YETIhimalayas
392,@YETIhimalayas,That school firing scene i loved it ❤,UgzNKRsWU4oOuwY2Z4J4AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgzNKRsWU4oOuwY2Z4J4AaABAg,2023-12-17 02:21:33,0,That school firing scene i loved it ❤,http://www.youtube.com/@YETIhimalayas
393,@ranchhodbhaipatel678,Best movie,UgxkHPTTGYhQE6iNHS54AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgxkHPTTGYhQE6iNHS54AaABAg,2023-12-17 01:25:01,0,Best movie,http://www.youtube.com/@ranchhodbhaipatel678
394,@CartoonTube.10,Boby devl looking so awsome...,UgyP0aUQ1uksfoN0EJ94AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgyP0aUQ1uksfoN0EJ94AaABAg,2023-12-16 23:59:33,0,Boby devl looking so awsome...,http://www.youtube.com/@CartoonTube.10
395,@BChB-dc1xt,सही बोले तो मैने Boby Deol इस मूवी में है बोलके देखा है। ऐसा वकवास मूवी मैने कभी भी नही देखा,UgzZTg5PbJjib-9Vd_h4AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgzZTg5PbJjib-9Vd_h4AaABAg,2023-12-16 22:18:04,0,सही बोले तो मैने Boby Deol इस मूवी में है बोलके देखा है। ऐसा वकवास मूवी मैने कभी भी नही देखा,http://www.youtube.com/@BChB-dc1xt
396,@BChB-dc1xt,कया सीख मिला यह मूवी देख के 00000,Ugz56bCNsDEn01x69rl4AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugz56bCNsDEn01x69rl4AaABAg,2023-12-16 22:08:10,0,कया सीख मिला यह मूवी देख के 00000,http://www.youtube.com/@BChB-dc1xt
397,@iamwazairsaiyad,Lord Bobby 😮✅,UgxlNa_bbjkB_GvD8I14AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgxlNa_bbjkB_GvD8I14AaABAg,2023-12-16 16:56:43,0,Lord Bobby 😮✅,http://www.youtube.com/@iamwazairsaiyad
